Causa de muerte	Sexo	Edad	Comunidades y Ciudades Autónomas	Periodo	Total
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2014	190
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2013	205
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2012	179
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2011	146
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2010	168
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2009	192
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2008	163
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2007	153
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2006	171
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2005	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2004	142
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2003	142
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2002	128
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2001	149
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	2000	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1999	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1998	175
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1997	181
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1996	167
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1995	185
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1994	174
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1993	186
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1992	187
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1991	182
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1990	174
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1989	161
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1988	183
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1987	194
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1986	179
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1985	176
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1984	189
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1983	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1982	132
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1981	103
098  Suicidio y lesiones autoinfligidas	Hombres	De 60 a 64 años	Nacional	1980	92
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2022	197
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2021	161
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2020	186
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2019	172
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2018	164
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2017	162
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2016	175
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2015	166
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2014	175
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2013	187
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2012	133
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2011	139
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2010	147
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2009	147
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2008	167
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2007	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2006	139
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2005	156
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2004	159
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2003	166
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2002	188
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2001	198
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	2000	201
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1999	205
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1998	189
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1997	180
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1996	199
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1995	183
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1994	180
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1993	172
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1992	161
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1991	197
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1990	170
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1989	180
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1988	154
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1987	162
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1986	137
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1985	110
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1984	114
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1983	106
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1982	75
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1981	71
098  Suicidio y lesiones autoinfligidas	Hombres	De 65 a 69 años	Nacional	1980	103
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2022	188
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2021	162
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2020	192
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2019	177
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2018	160
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2017	166
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2016	154
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2015	143
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2014	158
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2013	182
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2012	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2011	138
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2010	141
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2009	179
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2008	172
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2007	170
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2006	195
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2005	205
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2004	212
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2003	204
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2002	191
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2001	174
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	2000	205
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1999	200
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1998	206
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1997	184
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1996	186
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1995	223
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1994	197
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1993	159
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1992	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1991	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1990	148
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1989	163
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1988	144
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1987	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1986	147
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1985	139
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1984	143
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1983	121
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1982	103
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1981	85
098  Suicidio y lesiones autoinfligidas	Hombres	De 70 a 74 años  	Nacional	1980	111
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2022	162
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2021	197
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2020	162
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2019	171
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2018	129
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2017	145
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2016	178
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2015	178
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2014	194
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2013	181
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2012	213
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2011	216
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2010	177
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2009	221
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2008	191
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2007	200
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2006	187
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2005	209
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2004	207
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2003	214
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2002	215
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2001	197
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	2000	196
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1999	173
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1998	192
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1997	187
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1996	154
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1995	141
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1994	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1993	133
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1992	165
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1991	161
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1990	177
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1989	152
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1988	163
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1987	156
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1986	149
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1985	137
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1984	132
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1983	132
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1982	102
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1981	87
098  Suicidio y lesiones autoinfligidas	Hombres	De 75 a 79 años  	Nacional	1980	76
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2022	155
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2021	168
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2020	184
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2019	163
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2018	167
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2017	204
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2016	181
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2015	205
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2014	184
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2013	203
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2012	201
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2011	172
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2010	158
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2009	147
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2008	170
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2007	179
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2006	180
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2005	165
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2004	157
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2003	179
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2002	149
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2001	121
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	2000	152
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1999	156
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1998	140
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1997	129
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1996	126
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1995	140
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1994	129
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1993	122
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1992	136
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1991	112
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1990	142
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1989	141
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1988	117
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1987	118
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1986	98
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1985	114
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1984	84
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1983	86
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1982	50
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1981	54
098  Suicidio y lesiones autoinfligidas	Hombres	De 80 a 84 años  	Nacional	1980	62
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2022	159
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2021	141
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2020	146
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2019	118
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2018	134
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2017	143
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2016	106
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2015	131
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2014	152
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2013	106
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2012	104
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2011	92
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2010	109
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2009	111
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2008	84
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2007	122
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2006	83
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2005	85
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2004	88
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2003	96
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2002	91
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2001	110
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	2000	102
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1999	86
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1998	85
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1997	103
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1996	96
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1995	79
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1994	67
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1993	85
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1992	74
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1991	55
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1990	64
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1989	51
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1988	62
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1987	48
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1986	45
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1985	41
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1984	30
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1983	29
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1982	29
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1981	20
098  Suicidio y lesiones autoinfligidas	Hombres	De 85 a 89 años  	Nacional	1980	18
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2022	72
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2021	74
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2020	77
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2019	63
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2018	56
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2017	56
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2016	60
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2015	50
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2014	50
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2013	35
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2012	43
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2011	31
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2010	38
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2009	34
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2008	31
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2007	28
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2006	32
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2005	43
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2004	35
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2003	22
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2002	34
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2001	27
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	2000	34
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1999	33
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1998	30
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1997	40
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1996	22
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1995	33
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1994	27
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1993	24
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1992	10
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1991	19
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1990	18
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1989	13
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1988	7
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1987	12
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1986	12
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1985	13
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1984	9
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1983	8
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1982	7
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1981	10
098  Suicidio y lesiones autoinfligidas	Hombres	De 90 a 94 años  	Nacional	1980	6
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2022	16
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2021	18
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2020	21
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2019	13
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2018	8
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2017	12
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2016	12
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2015	9
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2014	7
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2013	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2012	10
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2011	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2010	6
